Fecha,Hora,Archivo/Referencia,Tokens Entrada (Prompt),Tokens Salida (Completion),Total Tokens,Coste Estimado (USD)
02/02/2026,15:35:08,diar_classify,289,51,340,0.000074
02/02/2026,15:35:11,diar_classify,328,54,382,0.000082
02/02/2026,15:35:18,diar_classify,286,50,336,0.000073
02/02/2026,15:35:22,diar_classify,296,53,349,0.000076
02/02/2026,15:35:27,diar_classify,286,52,338,0.000074
02/02/2026,15:35:30,diar_classify,287,56,343,0.000077
02/02/2026,15:35:32,diar_classify,311,55,366,0.000080
02/02/2026,15:35:35,diar_classify,338,63,401,0.000088
02/02/2026,15:35:37,diar_classify,399,56,455,0.000093
02/02/2026,15:35:42,diar_classify,430,68,498,0.000105
02/02/2026,15:35:44,diar_classify,460,53,513,0.000101
02/02/2026,15:35:48,diar_classify,442,50,492,0.000096
02/02/2026,15:35:50,diar_classify,484,49,533,0.000102
02/02/2026,15:35:53,diar_classify,433,63,496,0.000103
02/02/2026,15:35:57,diar_classify,397,50,447,0.000090
02/02/2026,15:35:58,diar_classify,440,54,494,0.000098
02/02/2026,15:36:01,diar_classify,400,69,469,0.000101
02/02/2026,15:36:03,diar_classify,331,70,401,0.000092
02/02/2026,15:36:06,diar_classify,441,57,498,0.000100
02/02/2026,15:36:09,diar_classify,441,55,496,0.000099
02/02/2026,15:36:11,diar_classify,436,59,495,0.000101
02/02/2026,15:36:13,diar_classify,515,67,582,0.000117
02/02/2026,15:36:15,diar_classify,572,57,629,0.000120
02/02/2026,15:36:19,diar_classify,466,59,525,0.000105
02/02/2026,15:36:21,diar_classify,522,62,584,0.000115
02/02/2026,15:36:23,diar_classify,476,56,532,0.000105
02/02/2026,15:36:25,diar_classify,395,55,450,0.000092
02/02/2026,15:36:28,diar_classify,328,63,391,0.000087
02/02/2026,15:36:29,diar_classify,303,55,358,0.000078
02/02/2026,15:36:32,diar_classify,249,51,300,0.000068
02/02/2026,15:36:34,diar_classify,271,54,325,0.000073
02/02/2026,15:36:36,diar_classify,300,53,353,0.000077
02/02/2026,15:36:39,diar_classify,305,53,358,0.000078
02/02/2026,15:36:43,diar_classify,303,56,359,0.000079
02/02/2026,15:36:46,diar_classify,313,52,365,0.000078
02/02/2026,15:36:50,diar_classify,265,53,318,0.000072
02/02/2026,15:36:55,diar_classify,268,57,325,0.000074
02/02/2026,15:37:00,diar_classify,282,52,334,0.000073
02/02/2026,15:37:05,diar_classify,282,63,345,0.000080
02/02/2026,15:37:08,diar_classify,283,55,338,0.000075
02/02/2026,15:37:11,diar_classify,288,52,340,0.000074
02/02/2026,15:37:13,diar_classify,302,59,361,0.000081
02/02/2026,15:37:15,diar_classify,298,55,353,0.000078
02/02/2026,15:37:21,diar_classify,303,61,364,0.000082
02/02/2026,15:37:25,diar_classify,301,58,359,0.000080
02/02/2026,15:37:29,diar_classify,289,63,352,0.000081
02/02/2026,15:37:32,diar_classify,237,67,304,0.000076
02/02/2026,15:37:34,diar_classify,225,49,274,0.000063
02/02/2026,15:37:36,diar_classify,220,50,270,0.000063
02/02/2026,15:37:38,diar_classify,219,66,285,0.000072
02/02/2026,15:37:40,diar_classify,237,54,291,0.000068
02/02/2026,15:37:42,diar_classify,258,54,312,0.000071
02/02/2026,15:37:44,diar_classify,279,62,341,0.000079
02/02/2026,15:37:46,diar_classify,297,57,354,0.000079
02/02/2026,15:37:48,diar_classify,308,59,367,0.000082
02/02/2026,15:37:50,diar_classify,312,64,376,0.000085
02/02/2026,15:37:52,diar_classify,293,52,345,0.000075
02/02/2026,15:37:54,diar_classify,322,59,381,0.000084
02/02/2026,15:37:56,diar_classify,324,55,379,0.000082
02/02/2026,15:37:58,diar_classify,314,56,370,0.000081
02/02/2026,15:37:59,diar_classify,303,61,364,0.000082
02/02/2026,15:38:01,diar_classify,352,56,408,0.000086
02/02/2026,15:38:03,diar_classify,300,57,357,0.000079
02/02/2026,15:38:05,diar_classify,284,53,337,0.000074
02/02/2026,15:38:06,diar_classify,282,53,335,0.000074
02/02/2026,15:38:08,diar_classify,350,55,405,0.000085
02/02/2026,15:38:09,diar_classify,311,55,366,0.000080
02/02/2026,15:38:11,diar_classify,332,54,386,0.000082
02/02/2026,15:38:13,diar_classify,324,58,382,0.000083
02/02/2026,15:38:15,diar_classify,350,56,406,0.000086
02/02/2026,15:38:17,diar_classify,279,56,335,0.000075
02/02/2026,15:38:18,diar_classify,351,57,408,0.000087
02/02/2026,15:38:21,diar_classify,332,60,392,0.000086
02/02/2026,15:38:23,diar_classify,342,65,407,0.000090
02/02/2026,15:38:25,diar_classify,348,61,409,0.000089
02/02/2026,15:38:27,diar_classify,349,52,401,0.000084
02/02/2026,15:38:29,diar_classify,273,60,333,0.000077
02/02/2026,15:38:31,diar_classify,325,53,378,0.000081
02/02/2026,15:38:32,diar_classify,322,56,378,0.000082
02/02/2026,15:38:34,diar_classify,287,56,343,0.000077
02/02/2026,15:38:36,diar_classify,306,59,365,0.000081
02/02/2026,15:38:38,diar_classify,320,58,378,0.000083
02/02/2026,15:38:39,diar_classify,293,56,349,0.000078
02/02/2026,15:38:42,diar_classify,293,61,354,0.000081
02/02/2026,15:38:43,diar_classify,298,57,355,0.000079
02/02/2026,15:38:45,diar_classify,302,59,361,0.000081
02/02/2026,15:38:47,diar_classify,318,56,374,0.000081
02/02/2026,15:38:49,diar_classify,288,60,348,0.000079
02/02/2026,15:38:51,diar_classify,304,60,364,0.000082
02/02/2026,15:38:53,diar_classify,311,56,367,0.000080
02/02/2026,15:38:55,diar_classify,297,57,354,0.000079
02/02/2026,15:38:56,diar_classify,288,62,350,0.000080
02/02/2026,15:38:58,diar_classify,323,61,384,0.000085
02/02/2026,15:39:00,diar_classify,340,66,406,0.000091
02/02/2026,15:39:02,diar_classify,324,58,382,0.000083
02/02/2026,15:39:03,diar_classify,338,57,395,0.000085
02/02/2026,15:39:07,diar_classify,323,68,391,0.000089
02/02/2026,15:39:09,diar_classify,308,57,365,0.000080
02/02/2026,15:39:11,diar_classify,271,64,335,0.000079
02/02/2026,15:39:13,diar_classify,302,60,362,0.000081
02/02/2026,15:39:14,diar_classify,275,55,330,0.000074
02/02/2026,15:39:16,diar_classify,282,63,345,0.000080
02/02/2026,15:39:19,diar_classify,285,56,341,0.000076
02/02/2026,15:39:21,diar_classify,304,54,358,0.000078
02/02/2026,15:39:23,diar_classify,325,65,390,0.000088
02/02/2026,15:39:26,diar_classify,323,65,388,0.000087
02/02/2026,15:39:28,diar_classify,350,67,417,0.000093
02/02/2026,15:39:31,diar_classify,336,63,399,0.000088
02/02/2026,15:39:33,diar_classify,344,59,403,0.000087
02/02/2026,15:39:34,diar_classify,350,62,412,0.000090
02/02/2026,15:39:37,diar_classify,450,59,509,0.000103
02/02/2026,15:39:38,diar_classify,422,54,476,0.000096
02/02/2026,15:39:40,diar_classify,419,59,478,0.000098
02/02/2026,15:39:42,diar_classify,400,52,452,0.000091
02/02/2026,15:39:44,diar_classify,371,54,425,0.000088
02/02/2026,15:39:45,diar_classify,294,52,346,0.000075
02/02/2026,15:39:47,diar_classify,313,61,374,0.000084
02/02/2026,15:39:49,diar_classify,340,62,402,0.000088
02/02/2026,15:39:52,diar_classify,344,60,404,0.000088
02/02/2026,15:39:55,diar_classify,392,59,451,0.000094
02/02/2026,15:39:57,diar_classify,395,53,448,0.000091
02/02/2026,15:39:58,diar_classify,351,54,405,0.000085
02/02/2026,15:40:00,diar_classify,324,51,375,0.000079
02/02/2026,15:40:02,diar_classify,316,65,381,0.000086
02/02/2026,15:40:04,diar_classify,245,58,303,0.000072
02/02/2026,15:40:06,diar_classify,259,63,322,0.000077
02/02/2026,15:40:09,diar_classify,262,60,322,0.000075
02/02/2026,15:40:11,diar_classify,310,57,367,0.000081
02/02/2026,15:40:13,diar_classify,302,60,362,0.000081
02/02/2026,15:40:16,diar_classify,370,57,427,0.000090
02/02/2026,15:40:18,diar_classify,344,61,405,0.000088
02/02/2026,15:40:21,diar_classify,360,55,415,0.000087
02/02/2026,15:40:23,diar_classify,329,56,385,0.000083
02/02/2026,15:40:25,diar_classify,376,60,436,0.000092
02/02/2026,15:40:28,diar_classify,307,57,364,0.000080
02/02/2026,15:40:30,diar_classify,296,51,347,0.000075
02/02/2026,15:40:32,diar_classify,277,56,333,0.000075
02/02/2026,15:40:34,diar_classify,258,62,320,0.000076
02/02/2026,15:40:36,diar_classify,217,54,271,0.000065
02/02/2026,15:40:38,diar_classify,221,51,272,0.000064
02/02/2026,15:40:40,diar_classify,243,58,301,0.000071
02/02/2026,15:40:43,diar_classify,242,53,295,0.000068
02/02/2026,15:40:45,diar_classify,261,54,315,0.000072
02/02/2026,15:40:48,diar_classify,266,55,321,0.000073
02/02/2026,15:40:50,diar_classify,309,60,369,0.000082
02/02/2026,15:40:53,diar_classify,303,52,355,0.000077
02/02/2026,15:40:56,diar_classify,312,62,374,0.000084
02/02/2026,15:40:58,diar_classify,310,55,365,0.000079
02/02/2026,15:41:00,diar_classify,332,60,392,0.000086
02/02/2026,15:41:02,diar_classify,334,59,393,0.000085
02/02/2026,15:41:04,diar_classify,351,60,411,0.000089
02/02/2026,15:41:06,diar_classify,342,51,393,0.000082
02/02/2026,15:41:08,diar_classify,341,56,397,0.000085
02/02/2026,15:41:11,diar_classify,317,54,371,0.000080
02/02/2026,15:41:13,diar_classify,267,65,332,0.000079
02/02/2026,15:41:15,diar_classify,236,57,293,0.000070
02/02/2026,15:41:17,diar_classify,244,53,297,0.000068
02/02/2026,15:41:19,diar_classify,247,61,308,0.000074
02/02/2026,15:41:21,diar_classify,244,58,302,0.000071
02/02/2026,15:41:23,diar_classify,244,51,295,0.000067
02/02/2026,15:41:25,diar_classify,241,59,300,0.000072
02/02/2026,15:41:28,diar_classify,258,62,320,0.000076
02/02/2026,15:41:30,diar_classify,344,58,402,0.000086
02/02/2026,15:41:32,diar_classify,341,66,407,0.000091
02/02/2026,15:41:35,diar_classify,333,71,404,0.000093
02/02/2026,15:41:38,diar_classify,352,58,410,0.000088
02/02/2026,15:41:40,diar_classify,337,57,394,0.000085
02/02/2026,15:41:42,diar_classify,248,58,306,0.000072
02/02/2026,15:41:45,diar_classify,277,54,331,0.000074
02/02/2026,16:27:58,diar_batch,10415,10322,20737,0.007755
02/02/2026,16:35:08,diar_batch,10415,10310,20725,0.007748
03/02/2026,14:49:35,diar_batch,10415,10306,20721,0.007746
03/02/2026,14:49:50,rag_temas,3263,180,3443,0.000597
03/02/2026,14:50:07,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_resumen_contextual,10157,133,10290,0.001603
03/02/2026,14:50:23,eval_investigacion,4073,588,4661,0.000964
03/02/2026,14:50:27,coaching_sintesis,1041,94,1135,0.000213
03/02/2026,14:51:01,eval_admision_economica,11928,620,12548,0.002161
03/02/2026,14:51:29,eval_objeciones,11784,503,12287,0.002069
03/02/2026,14:51:40,eval_cierre,3283,380,3663,0.000720
03/02/2026,14:51:43,coaching_sintesis,1016,78,1094,0.000199
03/02/2026,14:52:06,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_batch_secundarios,11658,522,12180,0.002062
03/02/2026,14:52:17,rag_temas,3694,201,3895,0.000675
03/02/2026,14:52:22,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_resumen_contextual,1148,115,1263,0.000241
03/02/2026,14:52:37,eval_investigacion,4320,533,4853,0.000968
03/02/2026,14:52:40,coaching_sintesis,1031,115,1146,0.000224
03/02/2026,14:53:08,eval_admision_economica,18816,466,19282,0.003102
03/02/2026,14:53:29,eval_objeciones,18687,356,19043,0.003017
03/02/2026,14:53:42,eval_cierre,3418,477,3895,0.000799
03/02/2026,14:53:45,coaching_sintesis,1025,74,1099,0.000198
03/02/2026,14:54:17,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_batch_secundarios,18546,563,19109,0.003120
03/02/2026,14:54:27,rag_temas,3738,237,3975,0.000703
03/02/2026,14:54:30,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_resumen_contextual,1109,102,1211,0.000228
03/02/2026,14:54:54,eval_investigacion,4259,1109,5368,0.001304
03/02/2026,14:54:59,coaching_sintesis,1038,116,1154,0.000225
03/02/2026,14:55:20,eval_admision_economica,10890,335,11225,0.001834
03/02/2026,14:55:48,eval_objeciones,10722,519,11241,0.001920
03/02/2026,14:56:00,eval_cierre,3353,406,3759,0.000747
03/02/2026,14:56:03,coaching_sintesis,1002,86,1088,0.000202
03/02/2026,14:56:43,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_batch_secundarios,10620,795,11415,0.002070
03/02/2026,14:56:51,rag_temas,3585,204,3789,0.000660
03/02/2026,14:56:55,Gerardo García - Máster en Dirección de Comunicación Corporativa_resumen_contextual,1576,126,1702,0.000312
03/02/2026,14:57:11,eval_investigacion,4098,507,4605,0.000919
03/02/2026,14:57:15,coaching_sintesis,1030,102,1132,0.000216
03/02/2026,14:57:39,eval_admision_economica,12751,426,13177,0.002168
03/02/2026,14:58:01,eval_objeciones,12631,404,13035,0.002137
03/02/2026,14:58:21,eval_cierre,3418,463,3881,0.000790
03/02/2026,14:58:24,coaching_sintesis,1039,92,1131,0.000211
03/02/2026,14:58:53,Gerardo García - Máster en Dirección de Comunicación Corporativa_batch_secundarios,12481,561,13042,0.002209
03/02/2026,14:58:59,rag_temas,3297,215,3512,0.000624
03/02/2026,14:59:02,Interview - Akos Somodi_resumen_contextual,1908,122,2030,0.000359
03/02/2026,14:59:16,eval_investigacion,4201,518,4719,0.000941
03/02/2026,14:59:20,coaching_sintesis,1058,115,1173,0.000228
03/02/2026,14:59:45,eval_admision_economica,8104,431,8535,0.001474
03/02/2026,15:00:00,eval_objeciones,8002,351,8353,0.001411
03/02/2026,15:00:13,eval_cierre,3297,478,3775,0.000781
03/02/2026,15:00:18,coaching_sintesis,1020,81,1101,0.000202
03/02/2026,15:00:40,Interview - Akos Somodi_batch_secundarios,7834,590,8424,0.001529
03/02/2026,15:23:06,diar_batch,10415,10302,20717,0.007743
03/02/2026,15:23:11,rag_temas,3258,173,3431,0.000593
03/02/2026,15:23:14,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_resumen_contextual,10932,120,11052,0.001712
03/02/2026,15:23:33,eval_investigacion,4073,566,4639,0.000951
03/02/2026,15:23:36,coaching_sintesis,1028,95,1123,0.000211
03/02/2026,15:23:55,eval_admision_economica,11924,447,12371,0.002057
03/02/2026,15:24:19,eval_objeciones,11899,473,12372,0.002069
03/02/2026,15:24:34,eval_cierre,3283,386,3669,0.000724
03/02/2026,15:24:36,coaching_sintesis,1019,82,1101,0.000202
03/02/2026,15:25:02,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_batch_secundarios,11654,540,12194,0.002072
03/02/2026,15:25:09,rag_temas,3694,200,3894,0.000674
03/02/2026,15:25:13,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_resumen_contextual,1148,110,1258,0.000238
03/02/2026,15:25:24,eval_investigacion,4320,531,4851,0.000967
03/02/2026,15:25:27,coaching_sintesis,1028,82,1110,0.000203
03/02/2026,15:25:55,eval_admision_economica,18816,477,19293,0.003109
03/02/2026,15:26:17,eval_objeciones,18662,343,19005,0.003005
03/02/2026,15:26:27,eval_cierre,3418,472,3890,0.000796
03/02/2026,15:26:29,coaching_sintesis,1025,78,1103,0.000201
03/02/2026,15:26:44,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_batch_secundarios,18546,568,19114,0.003123
03/02/2026,15:26:51,rag_temas,3738,257,3995,0.000715
03/02/2026,15:26:54,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_resumen_contextual,1109,104,1213,0.000229
03/02/2026,15:27:15,eval_investigacion,4259,1124,5383,0.001313
03/02/2026,15:27:18,coaching_sintesis,1045,99,1144,0.000216
03/02/2026,15:27:41,eval_admision_economica,10890,341,11231,0.001838
03/02/2026,15:28:10,eval_objeciones,10796,532,11328,0.001939
03/02/2026,15:28:20,eval_cierre,3353,436,3789,0.000765
03/02/2026,15:28:23,coaching_sintesis,1032,90,1122,0.000209
03/02/2026,15:29:01,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_batch_secundarios,10620,695,11315,0.002010
03/02/2026,15:29:12,rag_temas,3585,204,3789,0.000660
03/02/2026,15:29:14,Gerardo García - Máster en Dirección de Comunicación Corporativa_resumen_contextual,1576,124,1700,0.000311
03/02/2026,15:29:27,eval_investigacion,4098,529,4627,0.000932
03/02/2026,15:29:29,coaching_sintesis,1034,92,1126,0.000210
03/02/2026,15:29:49,diar_batch,10415,10302,20717,0.007743
03/02/2026,15:29:55,eval_admision_economica,12751,408,13159,0.002157
03/02/2026,15:30:18,eval_objeciones,12600,409,13009,0.002135
03/02/2026,15:30:30,eval_cierre,3418,488,3906,0.000805
03/02/2026,15:30:33,coaching_sintesis,1036,81,1117,0.000204
03/02/2026,15:31:04,Gerardo García - Máster en Dirección de Comunicación Corporativa_batch_secundarios,12481,565,13046,0.002211
03/02/2026,15:31:13,rag_temas,3297,213,3510,0.000622
03/02/2026,15:31:15,Interview - Akos Somodi_resumen_contextual,1908,125,2033,0.000361
03/02/2026,15:31:27,eval_investigacion,4201,549,4750,0.000960
03/02/2026,15:31:31,coaching_sintesis,1046,99,1145,0.000216
03/02/2026,15:31:34,diar_batch,4465,4435,8900,0.003331
03/02/2026,15:31:52,eval_admision_economica,8104,502,8606,0.001517
03/02/2026,15:32:13,eval_objeciones,8002,396,8398,0.001438
03/02/2026,15:32:26,eval_cierre,3297,505,3802,0.000798
03/02/2026,15:32:28,coaching_sintesis,1022,80,1102,0.000201
03/02/2026,15:33:10,Interview - Akos Somodi_batch_secundarios,7834,567,8401,0.001515
03/02/2026,16:03:51,diar_batch,10415,10298,20713,0.007741
03/02/2026,16:06:00,diar_batch,4465,4690,9155,0.003484
03/02/2026,16:06:06,rag_temas,3314,194,3508,0.000614
03/02/2026,16:06:20,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_resumen_contextual,10235,157,10392,0.001629
03/02/2026,16:06:50,eval_investigacion,3575,576,4151,0.000882
03/02/2026,16:06:54,coaching_sintesis,1049,96,1145,0.000215
03/02/2026,16:07:21,eval_admision_economica,16309,455,16764,0.002719
03/02/2026,16:07:49,eval_objeciones,16454,504,16958,0.002770
03/02/2026,16:08:11,eval_cierre,3318,564,3882,0.000836
03/02/2026,16:08:17,coaching_sintesis,1029,73,1102,0.000198
03/02/2026,16:08:47,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_batch_secundarios,16039,481,16520,0.002694
03/02/2026,16:09:02,rag_temas,3694,193,3887,0.000670
03/02/2026,16:09:05,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_resumen_contextual,1148,113,1261,0.000240
03/02/2026,16:09:24,eval_investigacion,4320,510,4830,0.000954
03/02/2026,16:09:27,coaching_sintesis,1029,102,1131,0.000216
03/02/2026,16:09:52,eval_admision_economica,18816,425,19241,0.003077
03/02/2026,16:10:06,eval_objeciones,18687,356,19043,0.003017
03/02/2026,16:10:21,eval_cierre,3418,483,3901,0.000802
03/02/2026,16:10:24,coaching_sintesis,1017,86,1103,0.000204
03/02/2026,16:10:56,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_batch_secundarios,18546,610,19156,0.003148
03/02/2026,16:11:09,rag_temas,3738,256,3994,0.000714
03/02/2026,16:11:14,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_resumen_contextual,1109,102,1211,0.000228
03/02/2026,16:11:59,eval_investigacion,4259,1143,5402,0.001325
03/02/2026,16:12:05,coaching_sintesis,1044,123,1167,0.000230
03/02/2026,16:12:22,eval_admision_economica,10890,328,11218,0.001830
03/02/2026,16:12:50,eval_objeciones,10722,515,11237,0.001917
03/02/2026,16:13:01,eval_cierre,3353,443,3796,0.000769
03/02/2026,16:13:04,coaching_sintesis,1028,83,1111,0.000204
03/02/2026,16:13:40,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_batch_secundarios,10620,663,11283,0.001991
03/02/2026,16:13:49,rag_temas,3585,201,3786,0.000658
03/02/2026,16:13:52,Gerardo García - Máster en Dirección de Comunicación Corporativa_resumen_contextual,1576,126,1702,0.000312
03/02/2026,16:14:06,eval_investigacion,4098,513,4611,0.000922
03/02/2026,16:14:12,coaching_sintesis,1040,109,1149,0.000221
03/02/2026,16:14:29,eval_admision_economica,12751,411,13162,0.002159
03/02/2026,16:14:46,eval_objeciones,12631,403,13034,0.002136
03/02/2026,16:14:58,eval_cierre,3418,448,3866,0.000781
03/02/2026,16:15:02,coaching_sintesis,1040,86,1126,0.000208
03/02/2026,16:15:32,Gerardo García - Máster en Dirección de Comunicación Corporativa_batch_secundarios,12481,554,13035,0.002205
03/02/2026,16:15:40,rag_temas,3297,207,3504,0.000619
03/02/2026,16:15:44,Interview - Akos Somodi_resumen_contextual,1908,119,2027,0.000358
03/02/2026,16:15:59,eval_investigacion,4201,547,4748,0.000958
03/02/2026,16:23:47,coaching_sintesis,1032,16384,17416,0.009985
03/02/2026,16:24:09,eval_admision_economica,8104,382,8486,0.001445
03/02/2026,16:24:28,eval_objeciones,8002,374,8376,0.001425
03/02/2026,16:24:44,eval_cierre,3297,487,3784,0.000787
03/02/2026,16:24:47,coaching_sintesis,1020,73,1093,0.000197
03/02/2026,16:25:18,Interview - Akos Somodi_batch_secundarios,7834,576,8410,0.001521
09/02/2026,13:06:06,diar_batch,10415,10657,21072,0.007956
09/02/2026,13:07:06,diar_batch,4465,4420,8885,0.003322
09/02/2026,13:07:09,rag_temas,3300,193,3493,0.000611
09/02/2026,13:07:11,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_resumen_contextual,4496,126,4622,0.000750
09/02/2026,13:07:22,eval_investigacion,5094,561,5655,0.001101
09/02/2026,13:07:23,coaching_sintesis,1023,88,1111,0.000206
09/02/2026,13:07:37,eval_admision_economica,17501,423,17924,0.002879
09/02/2026,13:07:46,eval_objeciones,17465,500,17965,0.002920
09/02/2026,13:07:53,eval_cierre,4329,472,4801,0.000933
09/02/2026,13:07:55,coaching_sintesis,1027,76,1103,0.000200
09/02/2026,13:08:26,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_batch_secundarios,18743,556,19299,0.003145
09/02/2026,13:08:31,rag_temas,3694,213,3907,0.000682
09/02/2026,13:08:32,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_resumen_contextual,1148,113,1261,0.000240
09/02/2026,13:08:42,eval_investigacion,5341,606,5947,0.001165
09/02/2026,13:08:44,coaching_sintesis,1036,93,1129,0.000211
09/02/2026,13:08:50,eval_admision_economica,19837,421,20258,0.003228
09/02/2026,13:08:56,eval_objeciones,19764,381,20145,0.003193
09/02/2026,13:09:02,eval_cierre,4439,472,4911,0.000949
09/02/2026,13:09:05,coaching_sintesis,1011,74,1085,0.000196
09/02/2026,13:09:28,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_batch_secundarios,21093,634,21727,0.003544
09/02/2026,13:09:32,rag_temas,3738,279,4017,0.000728
09/02/2026,13:09:33,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_resumen_contextual,1109,104,1213,0.000229
09/02/2026,13:09:46,eval_investigacion,5280,1124,6404,0.001466
09/02/2026,13:09:49,coaching_sintesis,1040,96,1136,0.000214
09/02/2026,13:09:55,eval_admision_economica,11911,444,12355,0.002053
09/02/2026,13:10:02,eval_objeciones,11721,494,12215,0.002055
09/02/2026,13:10:06,eval_cierre,4374,416,4790,0.000906
09/02/2026,13:10:08,coaching_sintesis,1031,85,1116,0.000206
09/02/2026,13:10:20,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_batch_secundarios,13138,798,13936,0.002449
09/02/2026,13:10:25,rag_temas,3585,197,3782,0.000656
09/02/2026,13:10:26,Gerardo García - Máster en Dirección de Comunicación Corporativa_resumen_contextual,1576,126,1702,0.000312
09/02/2026,13:10:37,eval_investigacion,5119,688,5807,0.001181
09/02/2026,13:10:40,coaching_sintesis,1038,88,1126,0.000208
09/02/2026,13:10:50,eval_admision_economica,13772,430,14202,0.002324
09/02/2026,13:10:59,eval_objeciones,13699,382,14081,0.002284
09/02/2026,13:11:06,eval_cierre,4439,476,4915,0.000951
09/02/2026,13:11:07,coaching_sintesis,1035,81,1116,0.000204
09/02/2026,13:11:15,Gerardo García - Máster en Dirección de Comunicación Corporativa_batch_secundarios,15017,560,15577,0.002589
09/02/2026,13:11:18,rag_temas,3297,214,3511,0.000623
09/02/2026,13:11:20,Interview - Akos Somodi_resumen_contextual,1908,122,2030,0.000359
09/02/2026,13:11:27,eval_investigacion,5222,545,5767,0.001110
09/02/2026,13:11:29,coaching_sintesis,1056,96,1152,0.000216
09/02/2026,13:11:35,eval_admision_economica,9125,411,9536,0.001615
09/02/2026,13:11:40,eval_objeciones,9084,342,9426,0.001568
09/02/2026,13:11:47,eval_cierre,4318,465,4783,0.000927
09/02/2026,13:11:48,coaching_sintesis,1009,71,1080,0.000194
09/02/2026,13:11:56,Interview - Akos Somodi_batch_secundarios,10352,584,10936,0.001903
09/02/2026,13:43:04,diar_batch,10415,10306,20721,0.007746
09/02/2026,13:43:49,diar_batch,4465,4420,8885,0.003322
09/02/2026,13:43:52,rag_temas,3316,181,3497,0.000606
09/02/2026,13:43:55,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_resumen_contextual,13019,131,13150,0.002031
09/02/2026,13:44:04,eval_investigacion,4609,561,5170,0.001028
09/02/2026,13:44:06,coaching_sintesis,1041,91,1132,0.000211
09/02/2026,13:44:13,eval_admision_economica,18157,488,18645,0.003016
09/02/2026,13:44:15,coaching_sintesis,997,108,1105,0.000214
09/02/2026,13:44:21,eval_objeciones,18334,426,18760,0.003006
09/02/2026,13:44:23,coaching_sintesis,1028,90,1118,0.000208
09/02/2026,13:44:30,eval_cierre,5415,454,5869,0.001085
09/02/2026,13:44:31,coaching_sintesis,1024,81,1105,0.000202
09/02/2026,13:44:40,Daniela Aguilar Nepomuceno Máster en Supply Chain Management y Logística_batch_secundarios,18641,595,19236,0.003153
09/02/2026,13:44:45,rag_temas,3694,206,3900,0.000678
09/02/2026,13:44:46,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_resumen_contextual,1148,113,1261,0.000240
09/02/2026,13:44:52,eval_investigacion,4853,509,5362,0.001033
09/02/2026,13:44:54,coaching_sintesis,1025,96,1121,0.000211
09/02/2026,13:45:13,eval_admision_economica,20720,422,21142,0.003361
09/02/2026,13:45:15,coaching_sintesis,996,87,1083,0.000202
09/02/2026,13:45:21,eval_objeciones,20783,420,21203,0.003369
09/02/2026,13:45:24,coaching_sintesis,1020,95,1115,0.000210
09/02/2026,13:45:31,eval_cierre,5404,470,5874,0.001093
09/02/2026,13:45:33,coaching_sintesis,1009,84,1093,0.000202
09/02/2026,13:45:42,Juan Jose Adames Máster Dirección de Recursos Humanos y Gestión del Talento_batch_secundarios,21218,581,21799,0.003531
09/02/2026,13:45:46,rag_temas,3738,269,4007,0.000722
09/02/2026,13:45:48,OBS Business School - Máster Executive MBA - Entrevista a_ Geraldine Manríquez Plaza_resumen_contextual,1109,104,1213,0.000229
09/02/2026,13:45:56,eval_investigacion,4792,583,5375,0.001069
09/02/2026,13:45:58,coaching_sintesis,1040,128,1168,0.000233
09/02/2026,13:46:05,eval_admision_economica,12813,441,13254,0.002187
09/02/2026,13:46:08,coaching_sintesis,1007,107,1114,0.000215
09/02/2026,13:46:16,eval_objeciones,12794,433,13227,0.002179
